speaker_id,start_time,end_time,text,sentiment_1,sentiment_score_1,sentiment_2,sentiment_score_2,sentiment_3,sentiment_score_3,sentiment_4,sentiment_score_4,sentiment_5,sentiment_score_5,sentiment_6,sentiment_score_6,sentiment_7,sentiment_score_7,sentiment_8,sentiment_score_8,sentiment_9,sentiment_score_9,sentiment_10,sentiment_score_10,sentiment_11,sentiment_score_11,sentiment_12,sentiment_score_12,sentiment_13,sentiment_score_13,sentiment_14,sentiment_score_14,sentiment_15,sentiment_score_15,quintile
unknown,8.977499,12.408899,"the best year of your life? Wow This is amazing. Like, we're Have gone.",Surprise (positive),0.6649476289749146,Awe,0.6615466475486755,Admiration,0.6018859148025513,Excitement,0.5395792722702026,Joy,0.4879014194011688,Adoration,0.4698216915130615,Ecstasy,0.2398041933774948,Interest,0.20152711868286133,Satisfaction,0.1719765067100525,Amusement,0.13947230577468872,Aesthetic Appreciation,0.13897989690303802,Envy,0.12643492221832275,Love,0.1112418845295906,Realization,0.10557505488395691,Pride,0.0999678522348404,0
spk_0,10.094699,14.3241,"Wow This is amazing. Like, we're Have gone. I'm so happy",Joy,0.7132061123847961,Awe,0.5680361986160278,Surprise (positive),0.44209814071655273,Adoration,0.4409785866737366,Admiration,0.41786280274391174,Excitement,0.4030071496963501,Ecstasy,0.27587318420410156,Satisfaction,0.20279169082641602,Love,0.17674724757671356,Aesthetic Appreciation,0.17107798159122467,Amusement,0.16950474679470062,Interest,0.12014704197645187,Nostalgia,0.11292118579149246,Contentment,0.09827791154384613,Envy,0.08471976965665817,1
spk_0,10.094699,11.132099,Wow This is amazing.,8,0.3839205205440521,9,0.31882673501968384,7,0.19424927234649658,6,0.0638916864991188,5,0.05693821609020233,4,0.0066495295614004135,3,0.0031092700082808733,2,0.0021445825695991516,1,0.0009027025080285966,,,,,,,,,,,,,0
spk_0,10.8129,14.903899,"amazing. Like, we're Have gone. I'm so happy Mh",Joy,0.5976548194885254,Excitement,0.2744464874267578,Adoration,0.2509852945804596,Satisfaction,0.21820741891860962,Admiration,0.20010080933570862,Ecstasy,0.17647552490234375,Love,0.17639702558517456,Contentment,0.14431601762771606,Amusement,0.1371711790561676,Nostalgia,0.13104625046253204,Awe,0.11290407180786133,Envy,0.08496861904859543,Calmness,0.0838368684053421,Interest,0.07499329000711441,Relief,0.07367857545614243,1
spk_0,11.291699,12.408899,"Like, we're Have gone.",9,0.6308165192604065,8,0.24709635972976685,7,0.08092740923166275,6,0.019485607743263245,5,0.015122274868190289,4,0.003528835019096732,3,0.001800865982659161,2,0.0011855491902679205,1,0.0006908673094585538,,,,,,,,,,,,,0
spk_0,11.850299,15.975,Have gone. I'm so happy Mh mules and so,Joy,0.6650471091270447,Contentment,0.28890612721443176,Adoration,0.263592004776001,Satisfaction,0.24821586906909943,Excitement,0.2221337854862213,Love,0.21312545239925385,Ecstasy,0.19616542756557465,Admiration,0.1960320770740509,Nostalgia,0.15471500158309937,Calmness,0.1243903785943985,Pride,0.10539218038320541,Awe,0.1031389981508255,Relief,0.08226128667593002,Aesthetic Appreciation,0.07462518662214279,Amusement,0.07283849269151688,1
spk_0,13.366499,17.128452,I'm so happy Mh mules and so side about these things.,Joy,0.8001061677932739,Excitement,0.7228747010231018,Ecstasy,0.3736930787563324,Adoration,0.31915247440338135,Satisfaction,0.3063430190086365,Contentment,0.259355753660202,Admiration,0.2052130550146103,Awe,0.12941661477088928,Pride,0.1292332410812378,Love,0.11876485496759415,Triumph,0.1170557364821434,Interest,0.1090349406003952,Relief,0.09661126136779785,Aesthetic Appreciation,0.08571358025074005,Surprise (positive),0.07684551179409027,1
unknown,13.925099,18.16258,happy Mh mules and so side about these things. How are,Excitement,0.43948760628700256,Joy,0.4246728718280792,Ecstasy,0.16740594804286957,Amusement,0.1492142379283905,Satisfaction,0.11657267808914185,Adoration,0.10283036530017853,Pride,0.09506135433912277,Contentment,0.09385524690151215,Interest,0.07374771684408188,Nostalgia,0.07355450838804245,Boredom,0.0699571967124939,Calmness,0.061237916350364685,Triumph,0.05328083783388138,Entrancement,0.04250497743487358,Awe,0.04178411141037941,1
unknown,15.042299,19.037613,mules and so side about these things. How are feeling? I don't think,Excitement,0.48097071051597595,Joy,0.16158847510814667,Ecstasy,0.13221848011016846,Amusement,0.11088262498378754,Interest,0.09548556059598923,Pride,0.08074942231178284,Triumph,0.07355988770723343,Satisfaction,0.07148037850856781,Contentment,0.0606176033616066,Determination,0.053766340017318726,Adoration,0.04853318631649017,Relief,0.048359572887420654,Boredom,0.04578183963894844,Surprise (positive),0.0456521213054657,Awe,0.04066993296146393,1
unknown,16.094322,20.230839,side about these things. How are feeling? I don't think Very happy. I'm not,Excitement,0.377185583114624,Joy,0.17071275413036346,Relief,0.12951527535915375,Tiredness,0.10576341301202774,Anxiety,0.09481897205114365,Awkwardness,0.08479439467191696,Ecstasy,0.08128590136766434,Boredom,0.07965128123760223,Sadness,0.07586972415447235,Contentment,0.06948942691087723,Pride,0.06586579978466034,Satisfaction,0.06447620689868927,Determination,0.06350356340408325,Contemplation,0.05778966471552849,Doubt,0.056426309049129486,1
unknown,16.810259,20.946774,things. How are feeling? I don't think Very happy. I'm not having a great day?,Sadness,0.4752650856971741,Disappointment,0.2964644432067871,Distress,0.27658218145370483,Awkwardness,0.20146171748638153,Doubt,0.19863809645175934,Contemplation,0.18583464622497559,Anxiety,0.17213936150074005,Tiredness,0.16002626717090607,Realization,0.11830752342939377,Calmness,0.10049902647733688,Confusion,0.0951799750328064,Contentment,0.09339834004640579,Pain,0.0933200940489769,Shame,0.08579792827367783,Guilt,0.08309043943881989,1
spk_1,17.685291,18.401226,How are feeling?,8,0.36522814631462097,9,0.25613972544670105,7,0.2399321049451828,6,0.09876269847154617,5,0.06460338085889816,4,0.007314713671803474,3,0.0035399796906858683,2,0.002407920779660344,1,0.0012318058870732784,,,,,,,,,,,,,1
unknown,17.844387,21.980904,are feeling? I don't think Very happy. I'm not having a great day? I don't know what,Confusion,0.5490449070930481,Doubt,0.4262809157371521,Distress,0.3046342730522156,Disappointment,0.26279670000076294,Awkwardness,0.26263919472694397,Sadness,0.2266465127468109,Anxiety,0.21941757202148438,Contemplation,0.1550261378288269,Tiredness,0.13256701827049255,Embarrassment,0.11655039340257645,Surprise (negative),0.09316864609718323,Guilt,0.060645900666713715,Shame,0.05738125368952751,Boredom,0.04378589615225792,Realization,0.04324370622634888,1
spk_2,18.71942,19.594452,I don't think Very happy.,8,0.3761242926120758,9,0.26351410150527954,7,0.21496054530143738,6,0.1011572927236557,5,0.05983651056885719,4,0.013302904553711414,3,0.006367977242916822,2,0.004579236265271902,1,0.002156798029318452,,,,,,,,,,,,,1
unknown,18.878517,22.855936,think Very happy. I'm not having a great day? I don't know what I'm doing with my life.,Distress,0.370883971452713,Sadness,0.2636711895465851,Disappointment,0.24445639550685883,Confusion,0.23467259109020233,Anxiety,0.1613563895225525,Contemplation,0.1417001485824585,Doubt,0.1407359540462494,Realization,0.13265496492385864,Awkwardness,0.1170787438750267,Tiredness,0.08929470181465149,Contentment,0.07374220341444016,Pain,0.06734450161457062,Guilt,0.06552357971668243,Shame,0.0627615675330162,Embarrassment,0.054847147315740585,1
spk_1,19.912645,20.946774,I'm not having a great day?,5,0.2486180067062378,6,0.18413977324962616,7,0.16778381168842316,8,0.12752623856067657,4,0.10983628034591675,3,0.0531015545129776,9,0.04628097265958786,2,0.03413686528801918,1,0.0068291728384792805,,,,,,,,,,,,,1
unknown,19.992195,24.310516,not having a great day? I don't know what I'm doing with my life. I have no summer,Distress,0.29200249910354614,Confusion,0.28438034653663635,Disappointment,0.16755786538124084,Contemplation,0.12026438862085342,Anxiety,0.11018272489309311,Contentment,0.10706079006195068,Sadness,0.0893569216132164,Doubt,0.08245985954999924,Satisfaction,0.07823115587234497,Anger,0.07568860799074173,Awkwardness,0.07276897132396698,Pride,0.07026448100805283,Determination,0.06938599795103073,Realization,0.06892075389623642,Amusement,0.06810415536165237,1
unknown,21.583162,25.162838,I don't know what I'm doing with my life. I have no summer internship. I'm stressed.,Distress,0.7983136773109436,Anxiety,0.6050919890403748,Confusion,0.3346831500530243,Sadness,0.20362427830696106,Disappointment,0.17183999717235565,Realization,0.15964150428771973,Anger,0.12741439044475555,Pain,0.11722029745578766,Contemplation,0.1159157082438469,Fear,0.09720827639102936,Awkwardness,0.0674765408039093,Tiredness,0.06716205179691315,Surprise (negative),0.06658715754747391,Pride,0.06323232501745224,Doubt,0.06321875005960464,1
spk_2,21.583162,22.855936,I don't know what I'm doing with my life.,5,0.23404090106487274,2,0.1934698075056076,3,0.19054757058620453,4,0.15017734467983246,1,0.05092873051762581,6,0.0331246480345726,7,0.029229331761598587,8,0.01697339490056038,9,0.006380900740623474,,,,,,,,,,,,,1
spk_1,22.060452,25.162838,I'm doing with my life. I have no summer internship. I'm stressed.,Distress,0.7305154204368591,Anxiety,0.5588001012802124,Sadness,0.2664693593978882,Realization,0.19524788856506348,Pain,0.16882659494876862,Disappointment,0.16125589609146118,Anger,0.14854516088962555,Confusion,0.14670148491859436,Fear,0.12817250192165375,Tiredness,0.1013018935918808,Contemplation,0.09440796077251434,Pride,0.0656500831246376,Shame,0.060368165373802185,Triumph,0.0602835938334465,Determination,0.052051786333322525,1
spk_1,23.412775,27.15155,I have no summer internship. I'm stressed. I don't know what I'm doing,Anxiety,0.6786946058273315,Distress,0.6177715063095093,Confusion,0.3338565230369568,Sadness,0.2218385934829712,Fear,0.18983514606952667,Realization,0.18017125129699707,Awkwardness,0.1303146630525589,Disappointment,0.12276003509759903,Doubt,0.11238493770360947,Contemplation,0.09944073110818863,Shame,0.08572541177272797,Tiredness,0.07306918501853943,Pain,0.061516664922237396,Embarrassment,0.06113062798976898,Anger,0.0554647222161293,2
spk_1,23.412775,24.526451,I have no summer internship.,2,0.4173191487789154,3,0.2627108097076416,1,0.17134875059127808,4,0.0992005467414856,5,0.025168543681502342,7,0.007553525734692812,6,0.006052238401025534,8,0.005192384123802185,9,0.0021069941576570272,,,,,,,,,,,,,1
spk_1,23.810516,28.02658,summer internship. I'm stressed. I don't know what I'm doing here on a Saturday.,Distress,0.3708497881889343,Anxiety,0.3406863808631897,Contemplation,0.15605492889881134,Disappointment,0.14222531020641327,Confusion,0.12812446057796478,Sadness,0.12552200257778168,Awkwardness,0.09505865722894669,Realization,0.09109798818826675,Doubt,0.06406085193157196,Fear,0.04710419103503227,Tiredness,0.04419965669512749,Anger,0.03443380817770958,Calmness,0.033453166484832764,Surprise (negative),0.0322098545730114,Determination,0.029887093231081963,2
spk_1,24.685549,25.162838,I'm stressed.,1,0.5826608538627625,2,0.3438666760921478,3,0.11336662620306015,4,0.03757863491773605,5,0.0057102045975625515,6,0.002617866499349475,8,0.0023590645287185907,7,0.0023029570002108812,9,0.0012851743958890438,,,,,,,,,,,,,2
spk_1,24.924194,29.079432,stressed. I don't know what I'm doing here on a Saturday. With two people,Sadness,0.2046489119529724,Distress,0.197510227560997,Disappointment,0.11066559702157974,Contemplation,0.1079273670911789,Anxiety,0.09793444722890854,Confusion,0.08043745905160904,Awkwardness,0.05781218409538269,Tiredness,0.04629119485616684,Boredom,0.04218501225113869,Calmness,0.03887442126870155,Doubt,0.0380161814391613,Fear,0.0254743080586195,Realization,0.025212401524186134,Surprise (negative),0.024870648980140686,Determination,0.023208335041999817,2
spk_1,26.356064,30.038712,I don't know what I'm doing here on a Saturday. With two people who I don't know at,Confusion,0.25380420684814453,Distress,0.23068763315677643,Disappointment,0.19018568098545074,Doubt,0.15205168724060059,Sadness,0.10980386286973953,Contemplation,0.10484616458415985,Anxiety,0.07952941209077835,Awkwardness,0.06825903803110123,Anger,0.06533175706863403,Surprise (negative),0.05856060981750488,Contempt,0.05197897180914879,Realization,0.043775301426649094,Embarrassment,0.03964923694729805,Determination,0.034590721130371094,Envy,0.03039298951625824,2
spk_1,26.356064,28.02658,I don't know what I'm doing here on a Saturday.,2,0.4690892696380615,1,0.32966184616088867,3,0.19711193442344666,4,0.05686410516500473,5,0.008271954022347927,7,0.003929540514945984,6,0.0035887244157493114,8,0.003335135756060481,9,0.0016997236525639892,,,,,,,,,,,,,2
spk_1,26.992453,30.918053,doing here on a Saturday. With two people who I don't know at all. Dude it.,Determination,0.226554736495018,Anger,0.13244083523750305,Pride,0.1219007819890976,Distress,0.0954703688621521,Concentration,0.07912994176149368,Disappointment,0.06593427807092667,Envy,0.06424364447593689,Excitement,0.054585784673690796,Contemplation,0.052974313497543335,Contempt,0.051966823637485504,Confusion,0.04669198393821716,Amusement,0.044089607894420624,Joy,0.043157145380973816,Contentment,0.03928946331143379,Admiration,0.03692375496029854,2
spk_1,27.787937,32.117157,Saturday. With two people who I don't know at all. Dude it. They're really changing,Anger,0.2205399125814438,Determination,0.15720045566558838,Distress,0.15551255643367767,Contempt,0.12166359275579453,Disappointment,0.09717247635126114,Pride,0.09683923423290253,Disgust,0.06825792789459229,Concentration,0.05675846338272095,Sadness,0.051296476274728775,Amusement,0.05124325677752495,Confusion,0.04071526229381561,Doubt,0.03861333429813385,Contemplation,0.038310304284095764,Embarrassment,0.03714925795793533,Awkwardness,0.03674503415822983,2
spk_1,28.51985,30.198593,With two people who I don't know at all.,2,0.4671008288860321,1,0.2693899869918823,3,0.21066728234291077,4,0.062140192836523056,5,0.01632934808731079,7,0.010206288658082485,6,0.009099734015762806,8,0.00735126668587327,9,0.0034803503658622503,,,,,,,,,,,,,2
spk_1,28.839611,32.9965,"people who I don't know at all. Dude it. They're really changing my mood. I'm getting like,",Distress,0.41914820671081543,Anger,0.3943408727645874,Confusion,0.2521204352378845,Disgust,0.19781316816806793,Contempt,0.1808629333972931,Disappointment,0.16952219605445862,Embarrassment,0.16469219326972961,Anxiety,0.1386711746454239,Surprise (negative),0.1339644491672516,Determination,0.12005822360515594,Doubt,0.11866237968206406,Fear,0.09887298941612244,Awkwardness,0.09391067922115326,Shame,0.09101426601409912,Horror,0.07302489876747131,2
spk_1,29.798891,33.976135,"at all. Dude it. They're really changing my mood. I'm getting like, fucking",Anger,0.6391398906707764,Distress,0.3048267364501953,Embarrassment,0.2490587681531906,Determination,0.22346583008766174,Disappointment,0.21496160328388214,Contempt,0.18636982142925262,Shame,0.17421609163284302,Disgust,0.1707848459482193,Guilt,0.17030547559261322,Anxiety,0.11237391084432602,Doubt,0.10575269907712936,Awkwardness,0.09857569634914398,Envy,0.09771987795829773,Confusion,0.09387140721082687,Pride,0.06419291347265244,2
spk_1,30.598293,30.918053,Dude it.,1,0.6754341125488281,2,0.27562186121940613,3,0.09202515333890915,4,0.03623948618769646,5,0.005144643597304821,6,0.0051306202076375484,8,0.004383079241961241,7,0.0042229583486914635,9,0.0028006206266582012,,,,,,,,,,,,,2
spk_1,31.317755,32.356976,They're really changing my mood.,2,0.27660876512527466,3,0.18707391619682312,1,0.1283854842185974,4,0.10744987428188324,7,0.09835360199213028,6,0.0851290225982666,8,0.07963503152132034,5,0.07271046936511993,9,0.04550076276063919,,,,,,,,,,,,,2
spk_1,31.317755,35.07494,"They're really changing my mood. I'm getting like, fucking with here. I was",Anger,0.644530713558197,Distress,0.29903644323349,Embarrassment,0.1761852353811264,Guilt,0.17414945363998413,Disappointment,0.16360703110694885,Envy,0.1605398952960968,Anxiety,0.13439804315567017,Shame,0.13380557298660278,Disgust,0.13049057126045227,Contempt,0.13027921319007874,Awkwardness,0.1175561249256134,Determination,0.10341452062129974,Pride,0.09896952658891678,Amusement,0.08728011697530746,Sadness,0.06060369312763214,2
spk_1,31.797394,35.87434,"changing my mood. I'm getting like, fucking with here. I was always angry with you.",Anger,0.8860281705856323,Distress,0.3388814926147461,Guilt,0.3030608296394348,Disappointment,0.19389070570468903,Anxiety,0.18504835665225983,Embarrassment,0.17902979254722595,Awkwardness,0.17238196730613708,Disgust,0.16895462572574615,Contempt,0.16183507442474365,Shame,0.15681743621826172,Envy,0.13244742155075073,Sadness,0.11769016832113266,Confusion,0.08205438405275345,Pain,0.05980297923088074,Doubt,0.03668392449617386,2
spk_1,32.596794,34.27554,"I'm getting like, fucking with here.",2,0.40588393807411194,1,0.3319849967956543,3,0.20851720869541168,4,0.08059071749448776,5,0.01924063265323639,8,0.01888669840991497,7,0.018124138936400414,6,0.01622186228632927,9,0.01522689126431942,,,,,,,,,,,,,2
spk_1,33.476135,37.393204,"fucking with here. I was always angry with you. To better show, but I'm gonna",Anger,0.8978825807571411,Disappointment,0.45354709029197693,Distress,0.32213348150253296,Guilt,0.2908182442188263,Contempt,0.2705792188644409,Embarrassment,0.22025538980960846,Awkwardness,0.1919330507516861,Sadness,0.18018706142902374,Disgust,0.17313764989376068,Shame,0.16023801267147064,Envy,0.1349514275789261,Anxiety,0.09037742018699646,Pain,0.05433700233697891,Empathic Pain,0.03732508420944214,Confusion,0.03583633899688721,2
spk_1,34.035717,38.112663,"with here. I was always angry with you. To better show, but I'm gonna lose my mind too.",Anger,0.8172715902328491,Distress,0.5278124213218689,Disappointment,0.32287687063217163,Sadness,0.26535630226135254,Anxiety,0.2571296989917755,Guilt,0.16098318994045258,Contempt,0.11300448328256607,Embarrassment,0.10822275280952454,Disgust,0.08360237628221512,Pain,0.08130788058042526,Envy,0.0808492973446846,Awkwardness,0.08019433170557022,Shame,0.07722798734903336,Empathic Pain,0.06693794578313828,Fear,0.06395324319601059,3
spk_1,34.75518,35.87434,I was always angry with you.,1,0.5263757109642029,2,0.37670883536338806,3,0.13912555575370789,4,0.04184728488326073,5,0.006764241959899664,7,0.00394813809543848,6,0.0038842589128762484,8,0.003739326260983944,9,0.0025383641477674246,,,,,,,,,,,,,2
spk_1,34.83512,38.112663,"was always angry with you. To better show, but I'm gonna lose my mind too.",Anger,0.8776447772979736,Distress,0.4146082401275635,Disappointment,0.36219334602355957,Anxiety,0.21704380214214325,Sadness,0.20623813569545746,Contempt,0.11673334240913391,Guilt,0.10946230590343475,Embarrassment,0.09407860040664673,Disgust,0.09298968315124512,Pain,0.07103242725133896,Awkwardness,0.06140843778848648,Shame,0.05405648052692413,Envy,0.04669630527496338,Realization,0.04080935940146446,Empathic Pain,0.040173862129449844,3
spk_1,36.03422,38.112663,"To better show, but I'm gonna lose my mind too.",Distress,0.22705137729644775,Anger,0.17751151323318481,Anxiety,0.175302192568779,Determination,0.11368463188409805,Fear,0.10966035723686218,Disappointment,0.1022966131567955,Relief,0.08364485204219818,Realization,0.07677965611219406,Amusement,0.06376087665557861,Sadness,0.05862503871321678,Pain,0.055794209241867065,Joy,0.0543946847319603,Calmness,0.04385732486844063,Excitement,0.04306553304195404,Awkwardness,0.04278798773884773,3
spk_1,36.993504,38.112663,gonna lose my mind too.,Anxiety,0.2852775454521179,Distress,0.2798614203929901,Fear,0.1584332436323166,Confusion,0.08628350496292114,Doubt,0.0822572335600853,Determination,0.07478734105825424,Disappointment,0.07384289056062698,Sadness,0.06168491765856743,Anger,0.05733371526002884,Pain,0.05588292330503464,Calmness,0.051588959991931915,Realization,0.04763948544859886,Awkwardness,0.04666505381464958,Horror,0.046278759837150574,Amusement,0.04529421404004097,3
spk_1,37.95278,38.112663,too.,Confusion,0.19446852803230286,Doubt,0.14496345818042755,Calmness,0.11761654913425446,Amusement,0.0842474177479744,Surprise (negative),0.08154090493917465,Interest,0.07505439966917038,Determination,0.07365716993808746,Awkwardness,0.0640464499592781,Distress,0.0640203207731247,Fear,0.052997887134552,Disappointment,0.05211455747485161,Excitement,0.04750942438840866,Anxiety,0.04505251720547676,Realization,0.04175099357962608,Sadness,0.039485491812229156,3
spk_1,42.603844,43.64254,What do you think of my roommate?,Distress,0.31470751762390137,Confusion,0.272748738527298,Surprise (negative),0.2420354038476944,Fear,0.19843974709510803,Anxiety,0.1966172456741333,Sadness,0.15996335446834564,Pain,0.1556258201599121,Horror,0.11481475085020065,Amusement,0.11421900987625122,Disappointment,0.08262670040130615,Anger,0.07500668615102768,Interest,0.06700264662504196,Awkwardness,0.06164845824241638,Shame,0.047069575637578964,Surprise (positive),0.044422466307878494,3
spk_1,42.603844,43.00334,What do you think,Confusion,0.4850740432739258,Distress,0.246104896068573,Surprise (negative),0.2301303893327713,Anger,0.19428400695323944,Anxiety,0.17740580439567566,Fear,0.14309658110141754,Horror,0.1008322685956955,Awkwardness,0.08419353514909744,Interest,0.08379795402288437,Disappointment,0.0814281553030014,Pain,0.08033585548400879,Amusement,0.06866460293531418,Surprise (positive),0.060929760336875916,Sadness,0.05360974743962288,Disgust,0.04706382006406784,3
